6.0,2.0,63.0,,26.0,,,,,3,13,40,,,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,
6.0,3.0,58.0,,27.0,,,,,3,13,38,,,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,
6.0,4.0,54.0,,28.0,,,,,2,12,37,,,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,
6.0,5.0,50.0,,29.0,,,,,2,12,36,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,
6.0,6.0,46.0,,30.0,,,,,2,11,35,,,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,
6.0,7.0,42.0,,31.0,,,,,2,11,34,,,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,
6.0,8.0,38.0,,32.0,,,,,1,10,33,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,
6.0,9.0,36.0,,33.0,,,,,,10,32,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,10.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,11.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,12.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,13.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,14.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,15.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,16.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,17.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,18.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,1.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,2.0,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,3.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,4.0,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,5.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,6.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,7.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,8.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,9.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,10.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,11.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,12.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,13.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,14.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,15.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,16.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,17.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,18.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,19.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,20.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,21.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,22.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,23.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,24.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,25.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,26.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,27.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,28.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,29.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,30.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,31.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,32.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,1.0,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2.0,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,3.0,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,4.0,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,5.0,231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,6.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,7.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,8.0,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,9.0,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
