+0,77.0,11.0,7.0,7,,,,,,,11,,,,,,,51,847,7,0.1298701299,6.547759864,6.687759864
+1,77.0,12.0,7.0,8,,,,,,,,,,,,,,,924,6.416666667,0.1428571429,6.632268154,6.760601488
+1,76.0,12.0,7.0,8,,,,,,,,,,,,,,,912,6.333333333,0.1447368421,6.619572122,6.746238789
+1,75.0,12.0,7.0,8,,,,,,,,,,,,,,,900,6.25,0.1466666667,6.606707925,6.731707925
+1,74.0,12.0,7.0,8,,,,,,,,,,,,,,,888,6.166666667,0.1486486486,6.593671049,6.717004383
+0,73.0,12.0,7.0,7,,,,,,,12,,,,,,,55,876,6.083333333,0.1506849315,6.580456796,6.702123463
+1,73.0,13.0,7.0,8,,,,,,,,,,,,,,,949,5.615384615,0.1643835616,6.658196887,6.77050458
+1,72.0,13.0,7.0,8,,,,,,,,,,,,,,,936,5.538461538,0.1666666667,6.644800362,6.755569593
+1,71.0,13.0,7.0,8,,,,,,,,,,,,,,,923,5.461538462,0.1690140845,6.631216468,6.740447237
+1,70.0,13.0,7.0,8,,,,,,,,,,,,,,,910,5.384615385,0.1714285714,6.617439887,6.725132195
+0,69.0,13.0,7.0,7,,,,,,,13,,,,,,,59,897,5.307692308,0.1739130435,6.603465075,6.709618921
+1,69.0,14.0,7.0,8,,,,,,,,,,,,,,,966,4.928571429,0.1884057971,6.675441158,6.774012586
+1,68.0,14.0,7.0,8,,,,,,,,,,,,,,,952,4.857142857,0.1911764706,6.661262327,6.758405184
+1,67.0,14.0,7.0,8,,,,,,,,,,,,,,,938,4.785714286,0.1940298507,6.646873432,6.742587718
+0,66.0,14.0,7.0,7,,,,,,,14,,,,,,,62,924,4.714285714,0.196969697,6.632268154,6.726553869
+1,66.0,15.0,7.0,8,,,,,,,,,,,,,,,990,4.4,0.2121212121,6.699276284,6.787276284
+1,65.0,15.0,7.0,8,,,,,,,,,,,,,,,975,4.333333333,0.2153846154,6.684448017,6.771114683
+1,64.0,15.0,7.0,8,,,,,,,,,,,,,,,960,4.266666667,0.21875,6.669389844,6.754723178
+0,63.0,15.0,7.0,7,,,,,,,15,,,,,,,65,945,4.2,0.2222222222,6.654094526,6.738094526
+1,63.0,16.0,7.0,8,,,,,,,,,,,,,,,1008,3.9375,0.2380952381,6.716776445,6.795526445
+1,62.0,16.0,7.0,8,,,,,,,,,,,,,,,992,3.875,0.2419354839,6.701236391,6.778736391
+1,61.0,16.0,7.0,8,,,,,,,,,,,,,,,976,3.8125,0.2459016393,6.685443642,6.761693642
+0,60.0,16.0,7.0,7,,,,,,,16,,,,,,,68,960,3.75,0.25,6.669389844,6.744389844
+1,60.0,17.0,7.0,8,,,,,,,,,,,,,,,1020,3.529411765,0.2666666667,6.728270457,6.798858692
+1,59.0,17.0,7.0,8,,,,,,,,,,,,,,,1003,3.470588235,0.2711864407,6.711946835,6.781358599
+0,58.0,17.0,7.0,7,,,,,,,17,,,,,,,70,986,3.411764706,0.275862069,6.695344163,6.763579457
+1,58.0,18.0,7.0,8,,,,,,,,,,,,,,,1044,3.222222222,0.2931034483,6.750858281,6.815302725
+1,57.0,18.0,7.0,8,,,,,,,,,,,,,,,1026,3.166666667,0.298245614,6.733966852,6.797300186
+1,56.0,18.0,7.0,8,,,,,,,,,,,,,,,1008,3.111111111,0.3035714286,6.716776445,6.778998667
+0,55.0,18.0,7.0,7,,,,,,,18,,,,,,,73,990,3.055555556,0.3090909091,6.699276284,6.760387395
+1,55.0,19.0,7.0,8,,,,,,,,,,,,,,,1045,2.894736842,0.3272727273,6.751788135,6.809682872
+1,54.0,19.0,7.0,8,,,,,,,,,,,,,,,1026,2.842105263,0.3333333333,6.733966852,6.790808958
+0,53.0,19.0,7.0,7,,,,,,,19,,,,,,,75,1007,2.789473684,0.3396226415,6.715812442,6.771601916
+1,53.0,20.0,7.0,8,,,,,,,,,,,,,,,1060,2.65,0.358490566,6.765630165,6.818630165
+1,52.0,20.0,7.0,8,,,,,,,,,,,,,,,1040,2.6,0.3653846154,6.747129936,6.799129936
